,Month,Enquiry Date,Enquiry Id,Allocation Status,Status,State,City,Pincode,Type of Project,No of Windows,Source,Zone,Dealer Name,First Action-Call made,Date DD/MM/YY,First Action-Call Status,Date of Appointment (DD/MM/YY),Second Action-Customer Meeting,Date DD/MM/YY.1,Second Action-Call Status,Third Action-Quote Given,Date DD/MM/YY.2,Q Val. (Rs. Lac),Quote QTY, Order Recd\Lost ,Date DD/MM/YY.3,Order Val. (Rs. Lac),Order QTY,Quote ID (as per match to CCC Records), Remarks-Brand and value if lost to UPVC ,Second Action-Call Status.1,Remarks,Price Per Sft,Benefits,Aesthetics,Reduce Street Noise,Low Maintenance,Monsoon Proof,Better Lighting,Reduce AC Energy Cost
74,July'16,25-Jul-16,EC25071655239,Dealer,Lost,TAMILNADU,KANCHIPURAM,600073,Renovation,1 to 5,Friends or Family  ,Chennai,Winfratech,Yes,25-Jul-16,Design not Feasible,,,,,,,,,Product Issue-Design/Type,,,,,design not feasible,,Design Infeasibility,1004,,,,,,,
75,July'16,25-Jul-16,EC25071655281,Dealer,Lost,TAMILNADU,VELLORE,631001,Renovation,1 to 5,Internet,Chennai,Windoors,Yes,25-Jul-16,Appointment Fixed,27-Jul-16,YES,29-Jul-16,Quote to Be Submitted,YES,30-Jul-16,1.7,5,Lost to Wooden,,,,,lost,,Price Issue,1093,,,,,,,
76,July'16,25-Jul-16,EC25071655234,Direct,Lost,TAMILNADU,CHENNAI,600035,Renovation,1 to 5,Friends or Family  ,Chennai,Direct,Yes,25-Jul-16,Appointment Fixed,27-Aug-16,yes,28-Sep-16,Quote to Be Submitted,yes,29-Aug-16,0.15,2,Product Issue-Design/Type,,,,MAT61485,lost,,Design Infeasibility,1133,,,,,,,
77,July'16,26-Jul-16,EC26071655321,Dealer,Lost,TAMILNADU,CHENNAI,600101,Renovation,1 to 5,Friends or Family  ,Chennai,Windoors,Yes,26-Jul-16,Appointment Fixed,27-Jul-16,yes,29-Jul-16,Quote to Be Submitted,yes,30-Jul-16,0.6,1,Lost to UPVC (Provide details),,,,,lost,,Price Issue,816,,,,,,,
78,July'16,27-Jul-16,EC27071655362,Dealer,Won,TAMILNADU,THIRUVALLUR,600095,New Construction,1 to 5,Friends or Family  ,Chennai,Sunbird,Yes,27-Jul-16,Appointment Fixed,29-Jul-16,yes,30-Jul-16,Quote to Be Submitted,yes,01-Aug-16,1.0,0.6,Order Received,25-Aug-16,0.86,1.0,SPN61614,Received,,,970,Reduce AC Energy Cost & Street Noise,0.0,1.0,0.0,0.0,0.0,1.0
79,July'16,27-Jul-16,EC27071655407,Dealer,Lost,TAMILNADU,THIRUVALLUR,600052,New Construction,11 to 20,Internet,Chennai,Rajtechnis,Yes,27-Jul-16,Appointment Fixed,29-Jul-16,yes,30-Jul-16,Quote to Be Submitted,yes,01-Aug-16,2.16,9,Lost to UPVC (Provide details),,,,WES63268,budget constraint,,,826,,,,,,,
80,July'16,28-Jul-16,EC28071655472,Dealer,Lost,TAMILNADU,VILLUPURAM,606201,New Construction,1 to 5,Internet,Chennai,Windoors,Yes,28-Jul-16,Appointment Fixed,29-Jul-16,yes,30-Jul-16,Quote to Be Submitted,yes,01-Aug-16,0.9,4,Lost to Wooden,,,,,lost,,Price Issue,1135,,,,,,,
81,July'16,28-Jul-16,EC28071655479,Dealer,Lost,TAMILNADU,TIRUVANNAMALAI,606601,Renovation,1 to 5,Internet,Chennai,Sunbird,Yes,28-Jul-16,Appointment Fixed,29-Jul-16,yes,30-Jul-16,Quote to Be Submitted,yes,20-Jul-16,0.45,1,Lost to UPVC (Provide details),,,,,lost,,Price Issue,1128,,,,,,,
82,July'16,28-Jul-16,EC28071655484,Dealer,Lost,TAMILNADU,CHENNAI,600010,Renovation,1 to 5,Internet,Chennai,Rajtechnis,Yes,28-Jul-16,No Requirement-Awareness Call,,,,,,,,,Lost to UPVC (Provide details),,,,,lost,,No Requirement,1090,,,,,,,
83,July'16,28-Jul-16,EC28071655450,Dealer,Lost,TAMILNADU,KANCHIPURAM,603103,Renovation,1 to 5,Friends or Family  ,Chennai,Winfratech,Yes,28-Jul-16,Appointment Fixed,04-Jul-16,yes,05-Aug-16,Quote to Be Submitted,yes,06-Aug-16,0.92,1,Lost to UPVC (Provide details),,,,,lost,,Price Issue,1124,,,,,,,
84,July'16,30-Jul-16,EC30071655577,Direct,Lost,TAMILNADU,KANCHIPURAM,602117,New Construction,1 to 5,Internet,Chennai,Direct,Yes,29-Jul-16,Appointment Fixed,30-Jul-16,yes,01-Aug-16,Quote to Be Submitted,yes,02-Aug-16,1.0,3,Product Issue-Design/Type,,,,SNT62645,lost,,Design Infeasibility,894,,,,,,,
85,July'16,30-Jul-16,EC30071655597,Dealer,Lost,TAMILNADU,CHENNAI,600095,Renovation,1 to 5,Friends or Family  ,Chennai,OXXO,Yes,30-Jul-16,Appointment Fixed,27-Aug-16,yes,28-Aug-16,Quote to Be Submitted,yes,29-Aug-16,0.08,1,Lost to UPVC (Provide details),,,,ALL71140,lost,,Price Issue,965,,,,,,,
86,July'16,31-Jul-16, EC31071655651,Dealer,Lost,TAMILNADU,VELLORE,635810,New Construction,11 to 20,Friends or Family  ,Chennai,Windoors,Yes,31-Jul-16,Budget Constraint,,,,,,,,,Lost to UPVC (Provide details),,,,,,,Budget Constraint,1083,,,,,,,
87,July'16,31-Jul-16,EC31071655624,Dealer,Lost,TAMILNADU,KANCHIPURAM,603103,Renovation,1 to 5,Internet,Chennai,Winfratech,Yes,31-Jul-16,Appointment Fixed,05-Aug-16,yes,06-Aug-16,Design not Feasible,,,,,Product Issue-Design/Type,,,,,design not feasible,,Design Infeasibility,830,,,,,,,
88,Aug'16,03-Aug-16,EC03081655877,Dealer,Lost,TAMILNADU,KANCHIPURAM,600116,Renovation,1 to 5,Friends or Family  ,Chennai,ITP,Yes,03-Aug-16,Budget Constraint,,,,,,,,,Lost to UPVC (Provide details),,,,,,,Budget Constraint,938,,,,,,,
89,Aug'16,03-Aug-16,EC03081655949,Dealer,Won,TAMILNADU,CHENNAI,600035,New Construction,1 to 5,Internet,Chennai,Pearlson,Yes,03-Aug-16,Appointment Fixed,20-Aug-16,yes,21-Aug-16,Quote to Be Submitted,yes,22-Aug-16,10.95,13,Order Received,28-Sep-16,10.95,13.0,RMN65985,,,,848,Reduce Street Noise,0.0,1.0,0.0,0.0,0.0,0.0
90,Aug'16,04-Aug-16,EC04081655985,Dealer,Lost,TAMILNADU,THIRUVALLUR,600066,Renovation,1 to 5,Internet,Chennai,Windoors,Yes,04-Aug-16,Budget Constraint,,,,,,,,,Lost to Aluminum,,,,,lost ,,Budget Constraint,1002,,,,,,,
91,Aug'16,04-Aug-16,EC04081656051,Dealer,Lost,TAMILNADU,CHENNAI,600093,Renovation,1 to 5,Internet,Chennai,ITP,Yes,04-Aug-16,Design not Feasible,,,,,,,,,Product Issue-Design/Type,,,,,lost ,,Design Infeasibility,968,,,,,,,
92,Aug'16,06-Aug-16,EC06081656100,Dealer,Lost,TAMILNADU,CHENNAI,600083,Renovation,1 to 5,Internet,Chennai,ITP,Yes,04-Aug-16,Design not Feasible,,,,,,,,,Product Issue-Design/Type,,,,,no feasibility,,Design Infeasibility,1050,,,,,,,
93,Aug'16,06-Aug-16,EC06081656107,Dealer,Lost,TAMILNADU,CHENNAI,600069,New Construction,11 to 20,Internet,Chennai,Pearlson,Yes,06-Aug-16,Budget Constraint,,,,,,,,,Lost to UPVC (Provide details),,,,,feels cost is high,,Budget Constraint,1184,,,,,,,
94,Aug'16,07-Aug-16,EC07081656165,Dealer,Lost,TAMILNADU,CHENNAI,600042,Renovation,1 to 5,Friends or Family  ,Chennai,Winfratech,Yes,07-Aug-16,Design not Feasible,,,,,,,,,Product Issue-Design/Type,,,,,measurement taken,,Design Infeasibility,1070,,,,,,,
95,Aug'16,08-Aug-16,EC08081656263,Dealer,Lost,TAMILNADU,CHENNAI,600017,Renovation,1 to 5,Friends or Family  ,Chennai,Pearlson,Yes,08-Aug-16,Time Frame Not Possible,,,,,,,,,Delivery Time Not Possible,,,,,,,Delivery Issue,955,,,,,,,
96,Aug'16,08-Aug-16,EC08081656257,Dealer,Won,TAMILNADU,CHENNAI,600004,Renovation,1 to 5,Internet,Chennai,Winfratech,Yes,08-Aug-16,Appointment Fixed,09-Aug-16,yes,10-Aug-16,Quote to Be Submitted,yes,11-Aug-16,0.21,1,Order Received,16-Aug-16,0.61,1.0,SNT63858,,,,947,Nil,,,,,,
97,Aug'16,09-Aug-16,EC09081656347,Dealer,Lost,TAMILNADU,CHENNAI,600053,New Construction,11 to 20,Internet,Chennai,Rajtechnis,Yes,09-Aug-16,Appointment Fixed,02-Aug-16,YES,04-Aug-16,Quote to Be Submitted,YES,05-Aug-16,0.72,1,Lost to Aluminum,,,,WES69371,Follow up,,Price Issue,1081,,,,,,,
98,Aug'16,11-Aug-16,EC11081656537,Dealer,Lost,TAMILNADU,THIRUVALLUR,600054,Renovation,1 to 5,Friends or Family  ,Chennai,Windoors,Yes,11-Aug-16,Appointment Fixed,12-Aug-16,yes,13-Aug-16,Quote to Be Submitted,yes,14-Aug-16,0.3,2,Lost to UPVC (Provide details),,,,SAA64535,follow up,,Price Issue,896,,,,,,,
99,Aug'16,12-Aug-16,EC12081656608,Direct,Lost,TAMILNADU,KANCHIPURAM,600116,New Construction,6 to 10,Internet,Chennai,ITP,Yes,12-Aug-16,Appointment Fixed,19-Aug-16,yes,20-Aug-16,Quote to Be Submitted,yes,21-Aug-16,0.86,3,Lost to UPVC (Provide details),,,,,lost,,Price Issue,1122,,,,,,,
100,Aug'16,12-Aug-16,EC12081656607,Direct,Lost,TAMILNADU,THIRUVALLUR,600054,Renovation,1 to 5,Internet,Chennai,Direct,Yes,12-Aug-16,Appointment Fixed,13-Aug-16,yes,15-Aug-16,Quote to Be Submitted,yes,16-Aug-16,2.0,1,Delivery Time Not Possible,,,,ALL64892/ALL64886,lost,,Delivery Issue,845,,,,,,,
101,Aug'16,13-Aug-16,EC13081656610,Dealer,Lost,TAMILNADU,CHENNAI,600004,Renovation,1 to 5,Friends or Family  ,Chennai,Pearlson,Yes,13-Aug-16,Budget Constraint,,,,,,,,,Lost to Aluminum,,,,,LOST,,Budget Constraint,1054,,,,,,,
102,Aug'16,16-Aug-16,EC16081656817,Dealer,Lost,TAMILNADU,CHENNAI,600028,Renovation,1 to 5,Friends or Family  ,Chennai,Sunbird,Yes,16-Aug-16,Appointment Fixed,18-Aug-16,yes,19-Aug-16,Quote to Be Submitted,yes,19-Aug-16,1.89,5,Product Issue-Design/Type,,,,SPN65191,follow up,,Design Infeasibility,1148,,,,,,,
103,Aug'16,17-Aug-16,EC17081656835,Dealer,Lost,TAMILNADU,THIRUVALLUR,600053,Renovation,1 to 5,Internet,Chennai,Windoors,Yes,17-Aug-16,Appointment Fixed,18-Aug-16,yes,19-Aug-16,Quote to Be Submitted,yes,20-Aug-16,0.64,2,Lost to Aluminum,,,,FAA65518,follow up,,Price Issue,1049,,,,,,,
104,Aug'16,20-Aug-16,EC20081657059,Dealer,Lost,TAMILNADU,CHENNAI,600033,Renovation,1 to 5,Internet,Chennai,ITP,Yes,20-Aug-16,Appointment Fixed,21-Aug-16,yes,22-Aug-16,Quote to Be Submitted,yes,23-Aug-16,0.36,1,Lost to UPVC (Provide details),,,,,budget constraint,,Price Issue,805,,,,,,,
105,Aug'16,20-Aug-16, EC20081657047,Dealer,Lost,TAMILNADU,CHENNAI,600112,New Construction,11 to 20,Internet,Chennai,Rajtechnis,Yes,20-Aug-16,Appointment Fixed,21-Sep-16,YES,22-Sep-16,Quote to Be Submitted,YES,23-Sep-16,1.71,8,Lost to UPVC (Provide details),,,,WES66400,budget constraint,,Price Issue,971,,,,,,,
106,Aug'16,20-Aug-16,EC20081657085,Direct,Won,TAMILNADU,CHENNAI,600118,New Construction,11 to 20,Friends or Family  ,Chennai,Direct,Yes,20-Aug-16,Appointment Fixed,21-Aug-16,yes,22-Aug-16,Quote to Be Submitted,yes,23-Aug-16,1.28,10,Order Received,27-Sep-16,1.28,10.0,SKR72624,,,,1369,Reduce AC Energy Cost & Street Noise,0.0,1.0,0.0,0.0,0.0,1.0
107,Aug'16,21-Aug-16,EC21081657133,Dealer,Lost,TAMILNADU,CHENNAI,600010,Renovation,6 to 10,Internet,Chennai,Rajtechnis,Yes,21-Aug-16,Budget Constraint,,,,,,,,,Lost to UPVC (Provide details),,,,,,,Budget Constraint,1165,,,,,,,
108,Aug'16,22-Aug-16,EC22081657156,Dealer,Lost,TAMILNADU,KANCHIPURAM,600041,Renovation,1 to 5,Friends or Family  ,Chennai,Sunbird,Yes,22-Aug-16,Appointment Fixed,23-Aug-16,YES,24-Aug-16,Quote to Be Submitted,yes,25-Aug-16,0.34,1,Lost to UPVC (Provide details),,,,SPN66045,,,Price Issue,1155,,,,,,,
109,Aug'16,22-Aug-16,EC22081657186,Dealer,Lost,TAMILNADU,CHENNAI,600010,Renovation,6 to 10,Internet,Chennai,Rajtechnis,Yes,22-Aug-16,Appointment Fixed,23-Sep-16,YES,24-Sep-16,Quote to Be Submitted,YES,25-Sep-16,1.26,2,Lost to UPVC (Provide details),,,,WES66404,,,Price Issue,1136,,,,,,,
110,Aug'16,22-Aug-16,EC22081657172,Dealer,Lost,TAMILNADU,THIRUVALLUR,600098,New Construction,1 to 5,Internet,Chennai,OXXO,Yes,22-Aug-16,Appointment Fixed,22-Aug-16,yes,23-Aug-16,Quote to Be Submitted,yes,24-Aug-16,5.8,30,Lost to Wooden,,,,SMO67050,lost,,Price Issue,847,,,,,,,
111,Aug'16,25-Aug-16,EC25081657462,Direct,Lost,TAMILNADU,KANCHIPURAM,600063,New Construction,6 to 10,Internet,Chennai,Direct,Yes,25-Aug-16,Appointment Fixed,27-Aug-16,yes,28-Aug-16,Quote to Be Submitted,yes,29-Aug-16,2.82,12,Lost to Wooden,,,,MAT67156,LOST,,Price Issue,1165,,,,,,,
112,Aug'16,25-Aug-16,EC25081657454,Direct,Won,TAMILNADU,CHENNAI,600018,Renovation,1 to 5,Internet,Chennai,Direct,Yes,25-Aug-16,Appointment Fixed,27-Aug-16,yes,28-Sep-16,Quote to Be Submitted,yes,29-Aug-16,3.93,14,Order Received,29-Aug-16,3.93,14.0,MAT66995,order recived,,,1235,Reduce Street Noise & Low Maintenance,0.0,1.0,1.0,0.0,0.0,0.0
113,Aug'16,25-Aug-16,EC25081657480,Dealer,Won,TAMILNADU,CHENNAI,600011,Renovation,6 to 10,Friends or Family  ,Chennai,Rajtechnis,Yes,25-Aug-16,Appointment Fixed,27-Aug-16,YES,28-Sep-16,Quote to Be Submitted,YES,29-Aug-16,1.0,4,Order Received,27-Sep-16,0.53,4.0,WES72029,Order Received,,,1148,Reduce AC Energy Cost & Street Noise,0.0,1.0,0.0,0.0,0.0,1.0
114,Aug'16,27-Aug-16,EC27081657586,Dealer,Lost,TAMILNADU,CHENNAI,600040,Renovation,1 to 5,Friends or Family  ,Chennai,Windoors,Yes,27-Aug-16,Appointment Fixed,28-Aug-16,yes,29-Aug-16,Quote to Be Submitted,yes,30-Aug-16,0.37,1,Lost to Wooden,,,,FAA67557,follow up,,Price Issue,1049,,,,,,,
115,Aug'16,27-Aug-16, EC27081657639,Dealer,Lost,TAMILNADU,THIRUVALLUR,600054,New Construction,1 to 5,Friends or Family  ,Chennai,Windoors,Yes,27-Aug-16,Appointment Fixed,28-Aug-16,yes,29-Aug-16,Quote to Be Submitted,yes,30-Aug-16,0.16,1,Lost to UPVC (Provide details),,,,FAA67622,follow up,,Price Issue,931,,,,,,,
116,Aug'16,29-Aug-16,EC29081657748,Dealer,Lost,TAMILNADU,CHENNAI,600041,New Construction,1 to 5,Friends or Family  ,Chennai,Winfratech,Yes,29-Aug-16,Design not Feasible,,,,,,,,,Lost to Aluminum,,,,,,,Design Infeasibility,1099,,,,,,,
117,Aug'16,30-Aug-16,EC30081657814,Direct,Lost,TAMILNADU,KANCHIPURAM,603203,Renovation,6 to 10,Friends or Family  ,Chennai,Direct,Yes,30-Aug-16,Appointment Fixed,31-Aug-16,yes,01-Sep-16,Quote to Be Submitted,yes,02-Sep-16,1.5,9,Lost to Aluminum,,,,MAT68325,budget constraint,,Price Issue,1113,,,,,,,
118,Sept'16,01-Sep-16,EC30081657844,Dealer,Lost,TAMILNADU,CHENNAI,600076,New Construction,1 to 5,Friends or Family  ,Chennai,Windoors,Yes,01-Sep-16,Appointment Fixed,20-Sep-16,yes,21-Sep-16,Quote to Be Submitted,yes,22-Sep-16,0.85,5,Lost to Wooden,,,,SAA71339,,,Price Issue,1011,,,,,,,
119,Sept'16,01-Sep-16,EC01091658086,Dealer,Lost,TAMILNADU,CHENNAI,600102,Renovation,1 to 5,Internet,Chennai,Windoors,Yes,01-Sep-16,Appointment Fixed,02-Sep-16,YES,03-Sep-16,Quote to Be Submitted,YES,10-Sep-16,0.41,5,Lost to Wooden,,,,LOST,,,Price Issue,937,,,,,,,
120,Sept'16,02-Sep-16,EC02091658096,Dealer,Lost,TAMILNADU,CHENNAI,600040,Renovation,1 to 5,Friends or Family  ,Chennai,Windoors,Yes,02-Sep-16,Appointment Fixed,06-Sep-16,yes,08-Sep-16,Quote to Be Submitted,yes,09-Sep-16,1.2,1,Lost to Wooden,,,,SAA68329,lost,,Price Issue,848,,,,,,,
121,Sept'16,02-Sep-16,EC02091658115,Dealer,Lost,TAMILNADU,CHENNAI,600095,New Construction,1 to 5,Internet,Chennai,OXXO,Yes,02-Sep-16,Appointment Fixed,03-Sep-16,yes,04-Sep-16,Quote to Be Submitted,YES,05-Sep-16,0.3,3,Lost to Aluminum,,,,ALL71133,budget constraint,,Price Issue,1066,,,,,,,
122,Sept'16,03-Sep-16,EC03091658151,Dealer,Lost,TAMILNADU,CHENNAI,600041,Renovation,1 to 5,Friends or Family  ,Chennai,Sunbird,Yes,03-Sep-16,Appointment Fixed,01-Sep-16,yes,02-Sep-16,Quote to Be Submitted,yes,03-Sep-16,0.85,1,Product Issue-Design/Type,,,,ABL68804,budget constraint,,Design Infeasibility,1148,,,,,,,
123,Sept'16,03-Sep-16,EC1091657993,Direct,Won,TAMILNADU,KANCHIPURAM,603203,Renovation,1 to 5,Friends or Family  ,Chennai,Direct,Yes,03-Sep-16,Appointment Fixed,04-Sep-16,yes,05-Sep-16,Quote to Be Submitted,YES,29-Dec-16,6.0,73,Order Received,31-Dec-16,6.0,73.0,skr89335,,,,809,Nil,,,,,,
124,Sept'16,03-Sep-16, EC03091658177,Direct,Lost,TAMILNADU,KANCHIPURAM,600016,Renovation,1 to 5,Friends or Family  ,Chennai,Direct,Yes,03-Sep-16,Appointment Fixed,04-Sep-16,yes,04-Sep-16,Quote to Be Submitted,yes,05-Sep-16,0.65,2,Lost to UPVC (Provide details),,,,MAT68794,follow up,,Price Issue,1103,,,,,,,
125,Sept'16,05-Sep-16,EC05091658287,Dealer,Lost,TAMILNADU,CHENNAI,600001,Renovation,1 to 5,Friends or Family  ,Chennai,Pearlson,Yes,05-Sep-16,Budget Constraint,,,,,,,,,Lost to Wooden,,,,,,,Budget Constraint,1093,,,,,,,
126,Sept'16,05-Sep-16,EC05091658297,Dealer,Won,TAMILNADU,KANCHIPURAM,600041,Renovation,1 to 5,Internet,Chennai,Sunbird,Yes,05-Sep-16,Appointment Fixed,07-Sep-16,yes,08-Sep-16,Quote to Be Submitted,yes,10-Sep-16,1.97,3,Order Received,21-Sep-16,1.48,4.0,SPN69652,order received,,,1980,Reduce Street Noise,0.0,1.0,0.0,0.0,0.0,0.0
127,Sept'16,06-Sep-16,EC06091658370,Dealer,Lost,TAMILNADU,CHENNAI,600106,Renovation,1 to 5,Internet,Chennai,Windoors,Yes,06-Sep-16,Appointment Fixed,06-Sep-16,YES,07-Sep-16,Quote to Be Submitted,YES,08-Sep-16,4.0,16,Lost to UPVC (Provide details),,,,SAA69408,follow up,,Price Issue,1184,,,,,,,
128,Sept'16,06-Sep-16,EC06091658379,Dealer,Lost,TAMILNADU,CHENNAI,600040,Renovation,11 to 20,Internet,Chennai,Windoors,Yes,06-Sep-16,Appointment Fixed,08-Sep-16,yes,09-Sep-16,Quote to Be Submitted,yes,10-Sep-16,6.0,39,Lost to Aluminum,,,,SAA68971,,,Price Issue,970,,,,,,,
129,Sept'16,07-Sep-16,EC07091658542,Direct,Won,TAMILNADU,CHENNAI,600020,Renovation,41 to 100,Internet,Chennai,Direct,Yes,01-Sep-16,Appointment Fixed,10-Sep-16,yes,19-Sep-16,Quote to Be Submitted,yes,25-Sep-16,1.6,16,Order Received,31-Jan-17,1.6,16.0,abl96471,,,,1085,Reduce Street Noise,0.0,1.0,0.0,0.0,0.0,0.0
130,Sept'16,09-Sep-16,EC09091658693,Dealer,Lost,TAMILNADU,CHENNAI,600041,Renovation,1 to 5,Internet,Chennai,Sunbird,Yes,09-Sep-16,Appointment Fixed,10-Sep-16,yes,10-Sep-16,Quote to Be Submitted,yes,10-Sep-16,0.71,3,Lost to Wooden,,,,SPN69658,Follow up,,Price Issue,1050,,,,,,,
131,Sept'16,10-Sep-16,EC10091658718,Dealer,Lost,TAMILNADU,CHENNAI,600126,New Construction,21 to 40,Internet,Chennai,Direct,Yes,10-Sep-16,Appointment Fixed,04-Sep-16,yes,05-Sep-16,Quote to Be Submitted,yes,06-Sep-16,3.5,30,Lost to UPVC (Provide details),,,,SKR700078,order lost,,Price Issue,1199,,,,,,,
132,Sept'16,12-Sep-16,EC12091658838,Dealer,Lost,TAMILNADU,CHENNAI,600042,Renovation,1 to 5,Friends or Family  ,Chennai,Winfratech,Yes,12-Sep-16,Appointment Fixed,12-Oct-16,yes,13-Oct-16,Quote to Be Submitted,yes,13-Oct-16,0.63,3,Lost to Wooden,,,,,lost,,Price Issue,1013,,,,,,,
133,Sept'16,12-Sep-16,EC12091658880,Dealer,Lost,TAMILNADU,CHENNAI,600106,Renovation,1 to 5,Friends or Family  ,Chennai,Windoors,Yes,12-Sep-16,Budget Constraint,,,,,,,,,Lost to Aluminum,,,,,,,Budget Constraint,1117,,,,,,,
134,Sept'16,13-Sep-16,EC13091658957,Dealer,Lost,TAMILNADU,KANCHIPURAM,600041,Renovation,1 to 5,Internet,Chennai,Sunbird,Yes,13-Sep-16,Appointment Fixed,14-Sep-16,YES,15-Sep-16,Quote to Be Submitted,YES,17-Sep-16,0.32,1,Lost to Wooden,,,,SPN70454,follow up,,Price Issue,821,,,,,,,
135,Sept'16,14-Sep-16,EC14091659065,Direct,Won,TAMILNADU,KANCHIPURAM,600075,Renovation,1 to 5,Internet,Chennai,Direct,Yes,14-Sep-16,Appointment Fixed,15-Sep-16,yes,15-Sep-16,Quote to Be Submitted,yes,15-Sep-16,0.8,2,Order Received,21-Sep-16,0.8,2.0,SKR73606,Order received,,,802,Reduce Street Noise & Low Maintenance,0.0,1.0,1.0,0.0,0.0,0.0
136,Sept'16,14-Sep-16,EC14091658984,Dealer,Won,TAMILNADU,CHENNAI,600034,Renovation,1 to 5,Friends or Family  ,Chennai,OXXO,Yes,14-Sep-16,Appointment Fixed,15-Sep-16,yes,16-Sep-16,Quote to Be Submitted,yes,17-Sep-16,0.68,2,Order Received,16-Sep-16,0.68,2.0,SMO70626,Order received,,,1560,Reduce Street noise,0.0,1.0,0.0,0.0,0.0,0.0
137,Sept'16,14-Sep-16,EC14091658979,Direct,Won,TAMILNADU,KANCHIPURAM,603107,Renovation,1 to 5,Internet,Chennai,Direct,Yes,14-Sep-16,Appointment Fixed,16-Sep-16,yes,17-Sep-16,Quote to Be Submitted,yes,18-Sep-16,1.1,3,Order Received,06-Oct-16,1.31,9.0,SKR70773,Follow up,,,658,Reduce Street Noise & Low Maintenance,0.0,1.0,1.0,0.0,0.0,0.0
138,Sept'16,15-Sep-16,EC15091659125,Dealer,Lost,TAMILNADU,CHENNAI,600033,Renovation,1 to 5,Friends or Family  ,Chennai,Pearlson,Yes,15-Sep-16,Budget Constraint,,,,,,,,,Lost to UPVC (Provide details),,,,,lost,,Budget Constraint,903,,,,,,,
139,Sept'16,15-Sep-16,EC15091659108,Dealer,Won,TAMILNADU,CHENNAI,600024,Renovation,1 to 5,Internet,Chennai,Sunbird,Yes,15-Sep-16,Appointment Fixed,16-Sep-16,yes,17-Sep-16,Quote to Be Submitted,yes,19-Oct-16,1.07,2,Order Received,04-Oct-16,1.07,2.0,SPN73488,,,,1555,Nil,,,,,,
140,Sept'16,18-Sep-16,EC18091659321,Direct,Lost,TAMILNADU,CHENNAI,600041,Renovation,1 to 5,Internet,Chennai,Direct,Yes,18-Sep-16,Budget Constraint,,,,,,,,,Lost to UPVC (Provide details),,,,,lost to lg,,Budget Constraint,960,,,,,,,
141,Sept'16,19-Sep-16,EC19091659423,Dealer,Lost,TAMILNADU,CHENNAI,600017,Renovation,1 to 5,Internet,Chennai,Winfratech,Yes,19-Sep-16,Appointment Fixed,28-Sep-16,yes,29-Sep-16,Quote to Be Submitted,yes,30-Sep-16,,,Lost to UPVC (Provide details),,,,,Wintech,,Price Issue,1027,,,,,,,
142,Sept'16,20-Sep-16,EC20091659544,Dealer,Lost,TAMILNADU,CHENNAI,600020,Renovation,1 to 5,Internet,Chennai,Winfratech,Yes,20-Sep-16,Appointment Fixed,21-Sep-16,YES,22-Sep-16,Quote to Be Submitted,yes,23-Sep-16,1.39,3,Lost to UPVC (Provide details),,,,SNT73792,wintech,,Price Issue,1104,,,,,,,
143,Sept'16,21-Sep-16,EC21091659561,Dealer,Lost,TAMILNADU,CHENNAI,600029,Renovation,1 to 5,Internet,Chennai,Windoors,Yes,21-Sep-16,Appointment Fixed,22-Sep-16,yes,23-Sep-16,Quote to Be Submitted,yes,24-Sep-16,0.47,2,Lost to Aluminum,,,,SAA71859,LOST,,Price Issue,900,,,,,,,
144,Sept'16,21-Sep-16,EC21091659558,Dealer,Won,TAMILNADU,CHENNAI,600040,New Construction,21 to 40,Friends or Family  ,Chennai,Windoors,Yes,21-Sep-16,Appointment Fixed,22-Sep-16,yes,23-Sep-16,Quote to Be Submitted,yes,24-Sep-16,1.5,11,Order Received,,,,SAA71939,,,,1129,Reduce Street Noise & Low Maintenance,0.0,1.0,1.0,0.0,0.0,0.0
145,Sept'16,22-Sep-16,EC22091659712,Dealer,Lost,TAMILNADU,THIRUVALLUR,600099,Renovation,1 to 5,Internet,Chennai,Windoors,Yes,22-Sep-16,Budget Constraint,,,,,,,,,Lost to Aluminum,,,,,,,Budget Constraint,1000,,,,,,,
146,Sept'16,23-Sep-16, EC23091659779,Direct,Lost,TAMILNADU,CHENNAI,600042,Renovation,1 to 5,Internet,Chennai,Direct,Yes,23-Sep-16,Appointment Fixed,25-Sep-16,YES,26-Oct-16,Quote to Be Submitted,YES,27-Oct-16,0.3,3,Lost to Wooden,,,,SKR72609,Follow up,,Price Issue,1039,,,,,,,
147,Sept'16,24-Sep-16,EC24091659902,Direct,Lost,TAMILNADU,KANCHIPURAM,600073,New Construction,1 to 5,Internet,Chennai,Direct,Yes,24-Sep-16,Appointment Fixed,25-Sep-16,YES,26-Oct-16,Quote to Be Submitted,YES,27-Oct-16,0.42,2,Lost to Wooden,,,,SKR72886,,,Price Issue,965,,,,,,,
148,Sept'16,26-Sep-16,EC26091660058,Dealer,Lost,TAMILNADU,THIRUVALLUR,601201,New Construction,11 to 20,Internet,Chennai,Windoors,Yes,26-Sep-16,Appointment Fixed,26-Sep-16,YES,27-Sep-16,Quote to Be Submitted,YES,28-Sep-16,2.15,19,Lost to Wooden,,,,SAA73045,,,Price Issue,1159,,,,,,,
